datetime,realization,ORO_snow,SHA_snow,FOL_snow,YRS_snow,MHB_snow,PAR_snow,NHG_snow,NML_snow,DNP_snow,EXC_snow,MIL_snow,PFT_snow,KWH_snow,SUC_snow,ISB_snow,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_storage,SHA_storage,FOL_storage,YRS_storage,MHB_storage,PAR_storage,NHG_storage,NML_storage,DNP_storage,EXC_storage,MIL_storage,PFT_storage,KWH_storage,SUC_storage,ISB_storage,ORO_inf,SHA_inf,FOL_inf,YRS_inf,MHB_inf,PAR_inf,NHG_inf,NML_inf,DNP_inf,EXC_inf,MIL_inf,PFT_inf,KWH_inf,SUC_inf,ISB_inf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf,ORO_evap,SHA_evap,FOL_evap,YRS_evap,MHB_evap,PAR_evap,NHG_evap,NML_evap,DNP_evap,EXC_evap,MIL_evap,PFT_evap,KWH_evap,SUC_evap,ISB_evap,ORO_precip,SHA_precip,FOL_precip,YRS_precip,MHB_precip,PAR_precip,NHG_precip,NML_precip,DNP_precip,EXC_precip,MIL_precip,PFT_precip,KWH_precip,SUC_precip,ISB_precip,ORO_fci,SHA_fci,FOL_fci,YRS_fci,MHB_fci,PAR_fci,NHG_fci,NML_fci,DNP_fci,EXC_fci,MIL_fci,PFT_fci,KWH_fci,SUC_fci,ISB_fci,ORO_gains,SHA_gains,FOL_gains,YRS_gains,MHB_gains,PAR_gains,NHG_gains,NML_gains,DNP_gains,EXC_gains,MIL_gains,PFT_gains,KWH_gains,SUC_gains,ISB_gains,SAC_gains,SJ_gains,delta_depletion,OMR,SL_storage,SLS_storage,SLF_storage,SLS_out,SLF_out,HRO_pump,TRP_pump,delta_inflow,vernalis_inflow
3/4/1997,1,122.69,33.17,98.98,98.98,101.22,101.22,101.22,252.15,277.06,47.71,78.19,8.94,50.98,50.98,41.55,7417.5,14130,11105,5693.2,5163.3,1512.7,626.63,2212.7,4335.1,1531.3,6668.6,4689.4,1744.4,777.02,2244.1,2.66E+06,3.61E+06,4.01E+05,7.10E+05,0,1.82E+05,1.79E+05,2.03E+06,1.59E+06,6.49E+05,2.67E+05,7.26E+05,37042,36995,3.79E+05,8326,7887,5379,3801.7,1341,1467,187,1450,3713,1191,4280,2409,765,496,1346,10932,3305,4736,4800,1341,1991,68,5637,8063,2174,4720,4772,1563,517,3274,53,49,16,0,0,11.801,5.292,15,15.6,8.5764,9.2641,11.287,6.1288,7.7201,34.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7827,4.27E+05,116.64,0,0,0,2.735,0,0,0,37,1.45E+05,0,0,0,0,0,0,443,-691,59,0,-142,-1216,54,-50.042,0,0,0,0,15724,16093,1608,0,1.98E+06,1.09E+06,9.24E+05,4047.5,4100.3,208,3819,67340,27400
3/5/1997,1,122.69,33.27,99.61,99.61,102.18,102.18,102.18,252.15,277.06,47.71,78.19,8.94,50.98,50.98,41.55,10898,14596,9088.4,4671.9,2302.4,1738.8,802.36,3039.1,4791.1,2069.6,6856.7,5300.6,1909.5,775.14,2347.4,2.66E+06,3.62E+06,4.01E+05,7.07E+05,0,1.82E+05,1.79E+05,2.02E+06,1.58E+06,6.46E+05,2.65E+05,7.21E+05,35401,36654,3.75E+05,7207,8475,4680,3801.7,1234,1454,193,2477,3672,1002,4121,2429,764,495,1335,11149,4083,4640,4797,1234,2000,76,4906,7464,2561,4885,5009,1589,664,3241,113,78,5,0,0,11.801,5.292,15,15.6,8.5764,7.7201,9.4059,5.5159,6.9481,48.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6692,4.22E+05,118.2,0,0,0,2.6256,0,0,0,37,1.45E+05,0,0,0,0,0,0,431,-643,40,0,-166,-1198,17,-39.667,0,0,0,0,12493,15383,1288,0,1.98E+06,1.09E+06,9.24E+05,4047.5,4100.3,126,4234,63893,26300
3/6/1997,1,122.69,33.27,99.95,99.95,103.02,103.02,103.02,252.39,277.06,47.71,78.19,8.94,50.98,50.98,41.55,12375,14061,12237,4671.9,1524.1,2880.2,3299.6,5332.8,9156.6,3018.6,6642.1,4517.9,1703.8,1016,2232.9,2.66E+06,3.63E+06,4.02E+05,7.07E+05,0,1.82E+05,1.79E+05,2.02E+06,1.57E+06,6.43E+05,2.64E+05,7.15E+05,33636,36315,3.72E+05,7986,8477,5145,3801.7,1183,1338,197,2343,3607,1058,4034,2434,756,491,1295,6304,4145,4466,4783,1183,2008,78,4772,7385,2561,4490,4949,1641,658,2947,53,4,16,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,7.3546,9.2641,62.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5591,4.18E+05,120.12,0,0,0,2.5206,0,0,0,37,1.45E+05,0,0,0,0,0,0,619,-617,22,0,-691,-1407,1121,-16.708,0,0,0,0,13712,13161,1263,0,1.98E+06,1.09E+06,9.24E+05,4047.5,4100.3,372,3715,58329,24300
3/7/1997,1,122.69,33.27,99.95,99.95,103.38,103.38,103.38,252.39,277.06,47.71,78.19,8.94,50.98,50.98,41.55,10623,14447,12197,4671.9,1165,2290.9,1822.1,3460.6,5695.9,2112.7,6219.7,4282.3,1658.1,752.65,2254.1,2.67E+06,3.64E+06,4.03E+05,7.04E+05,0,1.82E+05,1.80E+05,2.01E+06,1.56E+06,6.42E+05,2.65E+05,7.11E+05,31876,35943,3.69E+05,696,7929,5261,3801.7,1201,1533,192,2253,4197,1160,4087,2551,768,487,1269,4001,4176,4582,4785,1201,2004,72,3330,7425,1759,4039,4832,1654,671,2876,114,45,16,0,0,11.801,5.292,15,15.6,8.5764,16.984,20.693,6.7417,8.4921,48.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.13E+05,121.42,0,0,0,2.4197,0,0,0,37,1.45E+05,0,0,0,0,0,0,563,-625,26,0,158,-1480,629,-8.792,0,0,0,0,13305,12819,1243,0,1.98E+06,1.09E+06,9.24E+05,4047.5,4100.3,3183,4142,53412,22000
3/8/1997,1,122.69,33.27,99.95,99.95,103.74,103.74,103.74,252.51,277.06,47.71,78.19,8.94,50.98,50.98,41.55,11412,12901,10447,4671.9,956.4,2155.6,1186.2,2894.4,5625.2,1873.5,6625.9,4236.5,1547.6,703.91,2183.2,2.68E+06,3.65E+06,4.05E+05,7.01E+05,0,1.81E+05,1.80E+05,2.01E+06,1.56E+06,6.40E+05,2.65E+05,7.06E+05,30185,35811,3.66E+05,661,8555,5307,3801.7,1187,1387,184,2105,3811,1236,4189,2505,782,482,1356,1056,4034,4388,4802,1187,2001,64,2682,7563,1860,3930,4830,1633,545,2816,91,45,12,0,0,11.801,5.292,15,15.6,8.5764,13.896,16.931,7.3546,9.2641,48.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.09E+05,122.93,0,0,0,2.3502,0,0,0,37,1.45E+05,0,0,0,0,0,0,471,-620,19,0,-135,-1471,-3,-2.042,0,0,0,0,14324,12265,944,0,1.98E+06,1.09E+06,9.24E+05,4047.5,4100.3,2779,4138,49075,20000
3/9/1997,1,122.69,33.27,100.17,100.17,104.22,104.22,104.22,252.51,277.06,47.71,78.19,8.94,50.98,50.98,42.2,11245,14540,9617.2,4671.9,820.7,2094.8,1121.5,2874.4,4817.4,1805.1,6075.5,4277.1,1589.5,676.73,2301.4,2.69E+06,3.65E+06,4.07E+05,7.00E+05,0,1.81E+05,1.80E+05,2.01E+06,1.55E+06,6.38E+05,2.66E+05,7.02E+05,28579,35740,3.63E+05,6,6194,5292,3519.6,1166,1404,183,1814,3384,1182,4285,2616,805,479,1318,1409,4133,4295,4795,1166,2000,63,2716,7656,2128,3952,4635,1612,510,2716,106,49,16,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,7.3546,9.2641,62.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.01E+05,124.4,0,0,0,2.2562,0,0,0,37,1.45E+05,0,0,0,0,0,0,478,-609,10,0,-804,-1438,144,-8,0,0,0,0,12773,10859,124,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,3893,4221,46283,18400
3/10/1997,1,122.69,33.27,100.29,100.29,104.46,104.46,104.46,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,12384,14650,8349.9,4671.9,699.76,2047.5,759.58,2693.3,4564.6,1805.9,5748.9,5313.7,1778.7,668.29,2417,2.69E+06,3.66E+06,4.09E+05,6.97E+05,0,1.81E+05,1.80E+05,2.01E+06,1.55E+06,6.37E+05,2.66E+05,6.98E+05,27133,35692,3.60E+05,6105,7140,5268,3519.6,1157,1491,186,3095,4404,1448,4191,2515,856,484,1484,5073,4290,4296,4801,1157,2003,63,2107,7065,2019,3953,4525,1581,503,2688,114,60,19,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,9.1932,11.58,65.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.95E+05,125.72,0,0,0,2.166,0,0,0,37,1.45E+05,0,0,0,0,0,0,472,-605,-3,0,-487,-1493,232,-22.292,0,0,0,0,8304,9621,129,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,2180,4309,44036,16800
3/11/1997,1,122.69,33.27,100.39,100.39,104.7,104.7,104.7,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,11610,17073,7620.7,4671.9,621.29,2062.1,805.83,2338.3,4962,1720.6,5952,4686.8,1758.4,674.85,2619.8,2.70E+06,3.66E+06,4.11E+05,6.97E+05,0,1.81E+05,1.80E+05,2.01E+06,1.55E+06,6.36E+05,2.66E+05,6.95E+05,25851,35716,3.58E+05,6105,7498,5509,3519.6,1176,1401,151,1124,4002,1575,4189,2915,916,487,1463,5000,3938,4264,4825,1176,2003,63,1518,6126,2047,4160,4778,1560,470,2591,168,40,80,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,9.1932,11.58,38.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.90E+05,126.68,0,0,0,2.0793,0,0,0,37,1.45E+05,0,0,0,0,0,0,3034,-614,-13,0,66,-1370,48,131.33,0,0,0,0,5415,8166,-7,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,2180,4309,41776,15300
3/12/1997,1,122.69,33.27,100.43,100.43,104.82,104.82,104.82,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,11203,14167,7416.9,5415.6,563.13,1995.8,692.53,2555.8,4221.9,1667.3,5825.1,4625.2,1752,672.98,2949.5,2.70E+06,3.67E+06,4.14E+05,6.93E+05,0,1.81E+05,1.81E+05,2.01E+06,1.55E+06,6.36E+05,2.65E+05,6.91E+05,24560,35787,3.56E+05,634,7214,5481,3519.6,1185,1476,171,2528,4467,1703,3896,2875,912,507,1643,3298,4086,4363,4821,1185,2002,64,2023,4467,1852,4319,4830,1560,466,2593,114,35,24,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,9.1932,11.58,86.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.85E+05,127.3,0,0,0,1.9962,0,0,0,37,1.45E+05,0,0,0,0,0,0,4607,-619,-82,0,-524,-1379,-5,80.292,0,0,0,0,4440,6712,-472,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,2751,4359,39115,13500
3/13/1997,1,122.69,33.27,100.43,100.43,104.82,104.82,104.82,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,17990,17628,7329.3,5415.6,516.05,2373.5,805.83,3013.7,5027.7,1582.8,6069.7,5727.2,1999.6,675.79,3170.9,2.71E+06,3.68E+06,4.15E+05,6.91E+05,0,1.81E+05,1.81E+05,2.02E+06,1.55E+06,6.35E+05,2.65E+05,6.87E+05,23343,35883,3.54E+05,6564,7176,5155,3519.6,513,1392,148,2505,4085,1550,3881,3006,945,516,1632,2192,3919,4256,4570,513,2004,89,1677,4616,2021,4099,4708,1555,464,2516,114,57,43,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,6.7417,8.4921,48.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.80E+05,127.95,0,0,0,1.9163,0,0,0,37,1.45E+05,0,0,0,0,0,0,4858,40,-164,0,-56,-1251,316,-37.208,0,0,0,0,5302,4423,-513,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,3605,4348,36797,11700
3/14/1997,1,122.69,33.27,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,23558,22719,8876.2,5415.6,486.51,2572.4,791.95,3206.6,4505,1745.9,5952,6160.5,2003.4,661.73,3438.4,2.72E+06,3.68E+06,4.16E+05,6.89E+05,0,1.80E+05,1.81E+05,2.02E+06,1.54E+06,6.35E+05,2.65E+05,6.84E+05,22115,36003,3.53E+05,67,7648,4749,3519.6,502,1392,172,3182,4085,1550,3965,2958,936,501,1746,1387,4869,4304,4014,502,2004,114,1899,4616,2021,3748,4639,1553,437,2390,160,57,52,0,0,11.801,5.292,15,15.6,8.5764,12.352,15.049,6.7417,8.4921,58.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.76E+05,127.72,0,0,0,1.8397,0,0,0,37,1.45E+05,0,0,0,0,0,0,5414,41,-54,0,-312,-1630,370,-39.917,0,0,0,0,4749,3838,-557,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,4632,4348,34937,10200
3/15/1997,1,122.69,33.27,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,39917,33559,8228.6,5415.6,469.89,6077.3,3077.6,7698.4,8223.4,3308.5,5618.5,6680,2196.4,642.05,3736.9,2.73E+06,3.69E+06,4.17E+05,6.88E+05,0,1.80E+05,1.81E+05,2.02E+06,1.54E+06,6.34E+05,2.66E+05,6.80E+05,20870,36183,3.52E+05,606,8187,5067,3519.6,500,1392,158,2392,4085,1550,3886,2922,930,494,1673,686,4791,4505,4042,500,2004,114,1894,4616,2021,3690,4664,1554,400,2220,122,50,26,0,0,11.801,5.292,15,15.6,8.5764,20.072,24.455,9.1932,11.58,65.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.74E+05,128.16,0,0,0,1.7661,0,0,0,37,1.45E+05,0,0,0,0,0,0,5386,41,-324,0,-284,-1481,18,-44.958,0,0,0,0,4068,2960,-566,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,4555,4348,32648,9170
3/16/1997,1,125.14,33.47,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,30203,27789,7385.7,5415.6,454.2,4500.1,2417.5,4726.6,6878.8,2409.3,7395.6,6763.8,2234.5,672.04,3944.6,2.75E+06,3.70E+06,4.19E+05,6.87E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.34E+05,2.66E+05,6.77E+05,20870,36363,3.51E+05,815,9457,5237,4201.1,508,1525,136,2483,4085,1864,3907,2993,988,497,1730,0,4852,4212,4037,508,1457,114,1984,4616,1963,3742,4660,1550,401,2224,0,35,26,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,7.9675,10.036,72.79,0.90337,0.71844,0,0,0,0,0.0036972,0,0,0,0,0,0,0,0,4.2984,3.74E+05,129.29,0,0,0,1.7009,0,0,0,37,1.45E+05,0,0,0,0,0,0,5391,41,83,0,-359,-1560,408,-46.083,0,0,0,0,4668,1947,-609,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,4454,4348,31580,8420
3/17/1997,1,125.28,33.67,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,27160,31514,8225.3,5415.6,456.97,3521.2,2304.2,4024.9,6853.5,2264.8,8917.7,7318.7,2364,653.29,4324.1,2.77E+06,3.71E+06,4.22E+05,6.88E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.33E+05,2.65E+05,6.75E+05,18731,36557,3.49E+05,9537,9610,5720,4201.1,531,1495,187,2950,4523,1681,3811,3245,933,472,1799,1779,3687,3996,4039,531,1342,114,2868,4523,2003,3956,4428,1443,369,2289,0,11,0,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,9.1932,11.58,79.722,0,1.2604,0,0,0,0,0,0.026259,0.027225,0,0,0,0,0,0,4.1694,3.74E+05,129.09,0,0,0,1.6874,0,0,0,37,1.45E+05,0,0,0,0,0,0,5389,40,28,0,-1256,-1844,245,-48.667,0,0,0,0,4672,1995,-630,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,2740,4411,31612,8050
3/18/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,23511,35789,7981.1,5415.6,467.12,3196.2,2344.6,3824.6,6079.1,2967.9,8742.3,7609.3,2374.1,665.48,4534.3,2.78E+06,3.71E+06,4.25E+05,6.89E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.32E+05,2.65E+05,6.72E+05,18180,36666,3.48E+05,8932,7517,5302,4201.1,525,1418,150,2657,4074,1678,3904,2858,968,468,1780,1859,4224,4045,4045,525,1317,120,2596,4604,2023,4176,4156,1244,406,2364,0,28,65,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,12.258,15.44,72.79,0,0.050417,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0443,3.70E+05,129.79,0,0,0,1.6226,0,0,0,37,1.45E+05,0,0,0,0,0,0,5383,40,-97,0,-949,-2088,-167,-50.917,0,0,0,0,4916,2280,-410,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,3306,4409,32212,7740
3/19/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,23699,39658,7069.1,10582,488.36,4358.4,10996,10026,22520,17753,9250,7682.6,2409.7,665.48,4717.2,2.79E+06,3.72E+06,4.28E+05,6.89E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.32E+05,2.64E+05,6.72E+05,18180,36666,3.48E+05,8518,8668,5375,4201.1,519,1432,159,2712,4484,1919,3939,3279,1059,480,1761,2986,4485,3759,4057,519,1305,129,2599,4484,1968,4353,4097,966,398,2386,85,30,27,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,14.096,17.756,79.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.923,3.69E+05,130.42,0,0,0,1.5577,0,0,0,37,1.45E+05,0,0,0,0,0,0,5371,40,-85,0,-981,-3833,31,-50.292,0,0,0,0,6695,3122,-725,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,3559,4449,34743,7390
3/20/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,20145,28669,7041.3,10582,526.21,3653.8,7462.9,6474.2,13136,7094.5,8529.9,7567.4,2489.7,689.85,4463.4,2.80E+06,3.73E+06,4.31E+05,6.89E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.36E+05,2.64E+05,6.69E+05,19026,36983,3.46E+05,8171,8073,5560,4201.1,491,1576,143,2502,4369,2233,3905,3492,1177,497,1969,2702,4370,3836,4064,491,1306,131,3036,3311,1962,4018,4052,836,406,2407,0,50,44,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,7.9675,10.036,83.188,0,0.18906,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8053,3.67E+05,131.08,0,0,0,1.5227,0,0,0,37,1.45E+05,0,0,0,0,0,0,4581,40,-116,0,-1405,-2736,27,-51.833,0,0,0,0,8161,2805,-751,0,1.99E+06,1.09E+06,9.24E+05,4047.5,4100.3,2638,4502,34714,7000
3/21/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.94,50.98,50.98,42.2,17251,22821,6407.3,10582,567.75,2927.4,4841.9,4595.6,8303.3,4945.4,9023.8,9429.8,3149.8,689.85,5086.6,2.82E+06,3.74E+06,4.34E+05,6.89E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.33E+05,2.64E+05,6.67E+05,19963,37166,3.45E+05,8567,9554,5396,4201.1,472,1504,141,2774,4221,2139,3821,2938,1198,502,2078,1220,4679,3928,4064,472,1301,131,3176,2101,1917,3689,3929,723,406,2398,116,37,44,0,0,11.801,5.292,15,15.6,8.5764,12.352,15.049,6.7417,8.4921,58.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6912,3.67E+05,130.77,0,0,0,1.4618,0,0,0,37,1.45E+05,0,0,0,0,0,0,5910,42,-121,0,-1531,-1540,-106,-8.375,0,0,0,0,6011,2823,-802,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,2552,4508,32652,6840
3/22/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.95,50.98,50.98,42.2,18724,23524,6838.4,10582,732.07,2648.6,3867.3,4691.2,9158.6,5051.9,10958,9741.3,3196.8,691.72,5653.9,2.84E+06,3.75E+06,4.37E+05,6.89E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.34E+05,2.65E+05,6.66E+05,20902,37314,3.45E+05,9036,8661,5267,4201.1,484,1432,143,2735,3779,2067,3838,3201,1146,486,2053,0,4707,3826,4082,484,1299,131,2967,2186,1943,3506,3825,666,405,2302,100,40,44,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,11.645,14.668,93.587,0,0,0,0,0,0,0,0,0,0.0060055,0,0.0025082,0.03759,0.0072054,0,3.5804,3.66E+05,130.1,0,0,0,1.4033,0,0,0,37,1.45E+05,0,0,0,0,0,0,7615,42,-139,0,-1409,-1605,123,-20,0,0,0,0,4637,2385,-586,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,2242,4501,31457,6590
3/23/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.19,8.95,50.98,50.98,42.2,21260,33250,6236.3,10582,738.53,3116.3,6962.2,6052.8,11229,8466.9,8422.6,7431.3,2748.7,760.15,5197.3,2.86E+06,3.75E+06,4.41E+05,6.89E+05,0,1.79E+05,1.81E+05,2.02E+06,1.54E+06,6.34E+05,2.65E+05,6.65E+05,22163,37536,3.45E+05,9388,8432,5636,4145.7,513,1549,150,2517,3830,2348,3871,3231,1314,521,2243,0,4994,3635,4086,513,1300,138,2971,1703,1928,3469,3670,678,404,2152,116,51,44,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,7.9675,10.036,62.391,0,0,0,0,0,0,0,0,0,0,0,0.0025082,0,0,0,3.5,3.64E+05,127.56,0,0,0,1.3744,0,0,0,37,1.45E+05,0,0,0,0,0,0,7611,41,-140,0,-1609,-1124,-201,-56,0,0,0,0,4195,2742,-1396,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,3348,4510,30931,6410
3/24/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.22,8.95,50.98,50.98,42.2,19459,35715,6248.1,10582,627.75,2912,6779.6,5315.5,11119,6131.9,7019.4,6961.4,2070.7,891.37,4557.9,2.87E+06,3.76E+06,4.44E+05,6.96E+05,0,1.77E+05,1.81E+05,2.02E+06,1.53E+06,6.35E+05,2.66E+05,6.65E+05,23392,37784,3.45E+05,9387,7550,5532,4145.7,533,1540,147,2935,5070,2717,3976,3528,1304,507,2209,1717,4989,3605,4094,533,1306,148,2555,2398,1626,3525,3508,682,376,2053,170,55,69,0,0,11.801,5.292,15,15.6,8.5764,23.16,28.218,8.5803,10.808,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.61E+05,127.08,0,0,0,1.3195,0,0,0,37,1.45E+05,0,0,0,0,0,0,5011,40,-146,0,-1380,-1811,-47,-30.958,0,0,0,0,5009,2799,-1379,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,2926,4555,30565,6140
3/25/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.22,8.95,50.98,50.98,42.2,21629,41735,13983,10582,582.52,3525.8,6171.5,5545.8,10312,5463.4,6999.8,7109.3,2407.1,1498.7,4565.4,2.89E+06,3.77E+06,4.49E+05,6.96E+05,0,1.77E+05,1.81E+05,2.02E+06,1.53E+06,6.35E+05,2.67E+05,6.66E+05,24809,38108,3.45E+05,9472,8543,5966,4145.7,545,1613,135,2937,4224,2966,3863,3845,1401,512,2350,2027,4902,3689,4117,545,1304,150,1983,2092,1600,3654,3467,682,341,2060,186,137,75,0,0,11.801,5.292,15,15.6,8.5764,24.704,30.099,13.483,16.984,86.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.60E+05,125.98,0,0,0,1.2667,0,0,0,37,1.45E+05,0,0,0,0,0,0,200,39,-134,0,-1107,-1478,325,98,0,0,0,0,9030,2325,-1376,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,2238,4559,29705,5740
3/26/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.22,8.95,50.98,50.98,42.2,18506,31770,12495,7885.7,552.98,3460.4,4939,4834.1,9322.4,5286,7354.1,6400,2051.7,1887.7,4392.5,2.90E+06,3.77E+06,4.52E+05,6.96E+05,0,1.77E+05,1.81E+05,2.02E+06,1.53E+06,6.35E+05,2.67E+05,6.68E+05,26429,38485,3.46E+05,8602,8570,5405,4145.7,543,1588,136,2833,4539,3080,3881,4597,1498,505,2378,1819,5188,3823,4132,543,1306,150,1860,1861,1783,3690,3563,676,307,2047,178,74,40,0,0,11.801,5.292,15,15.6,8.5764,38.6,47.03,13.483,16.984,79.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.59E+05,123.63,0,0,0,1.216,0,0,0,37,1.45E+05,0,0,0,0,0,0,172,39,-176,0,-1335,-1244,515,46.708,0,0,0,0,8309,1970,-1446,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,1765,4559,28853,5410
3/27/1997,1,125.28,33.87,100.55,100.55,105.06,105.06,105.06,252.63,277.06,47.71,78.22,8.95,50.98,50.98,42.2,16611,23512,10221,7885.7,543.75,2933.8,3119.3,4171.4,7105.3,3861.2,6502.5,6135.6,2134.2,1467.8,4350.2,2.91E+06,3.78E+06,4.56E+05,6.96E+05,0,1.77E+05,1.81E+05,2.02E+06,1.53E+06,6.35E+05,2.68E+05,6.70E+05,28249,38890,3.47E+05,9090,8012,6062,4145.7,556,1615,124,2505,4615,3055,4197,4460,1467,518,2631,3598,5146,3842,4130,556,1303,150,1983,1392,1655,3584,3506,545,306,1985,194,67,33,0,0,11.801,5.292,15,15.6,8.5764,27.792,33.861,11.645,14.668,138.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.57E+05,122.88,0,0,0,1.1674,0,0,0,37,1.45E+05,0,0,0,0,0,0,138,38,-133,0,-1362,-804,292,29,0,0,0,0,6739,1864,-1444,0,2.00E+06,1.09E+06,9.24E+05,4047.5,4100.3,2245,4519,28613,5020
