name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost
ESCO_6_GLMQF,ngct,SDGE,49.9,6.97,7.04,7.1,113,50,1,1,3.17,21.09589041,3493
OTAY_6_PL1X2,ngct,SDGE,35.5,19.33,19.39,19.46,8,36,1,1,3.17,15.06849315,2485
ELCAJN_7_GT1,ngct,SDGE,16.36,17.15,17.22,17.28,9,17,1,1,3.17,6.849315068,1145.2
ENCINA_7_GT1,ngct,SDGE,14.5,16.27,16.34,16.4,15,15,1,1,3.17,6.02739726,1015
MRGT_7_UNITS,ngct,SDGE,36,15.31,15.38,15.44,18,36,1,1,3.17,15.06849315,2520
KEARNY_7_KY3,ngct,SDGE,61,14.23,14.3,14.36,13,61,1,1,3.17,25.75342466,4270
BORDER_6_UNITA1,ngct,SDGE,51.25,11.9,11.97,12.03,6,52,1,1,3.17,21.64383562,3587.5
ELCAJN_6_UNITA1,ngct,SDGE,45.42,11.9,11.97,12.03,6,46,1,1,3.17,19.17808219,3179.4
ESCNDO_6_UNITB1,ngct,SDGE,48.04,11.9,11.97,12.03,13,49,1,1,3.17,20.2739726,3362.8
LARKSP_6_UNIT1,ngct,SDGE,46.1,11.9,11.97,12.03,22,47,1,1,3.17,19.45205479,3227
LARKSP_6_UNIT2,ngct,SDGE,47.98,11.9,11.97,12.03,18,48,1,1,3.17,20.2739726,3358.6
OGROVE_6_PL1X2,ngct,SDGE,96,11.9,11.97,12.03,18,96,1,1,3.17,40.54794521,6720
ELCAJN_6_LM6K,ngct,SDGE,48.1,8.13,8.2,8.26,16,49,1,1,3.17,20.2739726,3367
MRGT_6_MEF2,ngct,SDGE,47.9,7.9,7.96,8.03,17,48,1,1,3.17,20.2739726,3353
MRGT_6_MMAREF,ngct,SDGE,48,7.9,7.96,8.03,17,48,1,1,3.17,20.2739726,3360
PIOPIC_2_CTG1,ngct,SDGE,106,7.87,7.94,8,17,106,1,1,3.17,44.65753425,7420
PIOPIC_2_CTG2,ngct,SDGE,106,7.87,7.94,8,34,106,1,1,3.17,44.65753425,7420
PIOPIC_2_CTG3,ngct,SDGE,106,7.87,7.94,8,17,106,1,1,3.17,44.65753425,7420
VESTAL_2_UNIT1,ngct,SDGE,11.2,7.63,7.7,7.76,17,12,1,1,3.17,4.657534247,784
LAROA1_2_UNITA1,ngct,SDGE,180,7.63,7.7,7.76,17,180,1,1,3.17,75.89041096,12600
ESCNDO_6_PL1X2,ngct,SDGE,48.71,7.63,7.7,7.76,38,49,1,1,3.17,20.54794521,3409.7
ENCINA_7_EA1,ngst,SDGE,106,11.93,12.64,13.34,43,106,6,6,2,21.96319018,7420
ENCINA_7_EA2,ngst,SDGE,104,11.93,12.64,13.34,42,104,6,6,2,21.59509202,7280
ENCINA_7_EA3,ngst,SDGE,110,11.93,12.64,13.34,44,110,6,6,2,22.82208589,7700
ENCINA_7_EA4,ngst,SDGE,300,11.93,12.64,13.34,120,300,6,6,2,62.33128834,21000
ENCINA_7_EA5,ngst,SDGE,330,11.93,12.64,13.34,132,330,6,6,2,68.46625767,23100
HELMS_PS,psh,PGE_valley,1212,0,0,0,0,1212,1,1,0,0,0
EASTWOOD_PS,psh,SCE,148,0,0,0,0,148,1,1,0,0,0
HODGES_PS,psh,SDGE,80,0,0,0,0,80,1,1,0,0,0
SLACK1,slack,PGE_valley,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000
SLACK2,slack,PGE_bay,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000
SLACK3,slack,SCE,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000
SLACK4,slack,SDGE,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000
SCE_hydro,hydro,SCE,2082.666175,0,0,0,0,455,1,1,0,0,0
PGEV_hydro,hydro,PGE_valley,4185.568692,0,0,0,0,725,1,1,0,0,0
P46I_SCE,imports,WECC_SCE,1716.274635,0,0,0,0,366,1,1,0,0,0
P46I_SDGE,imports,WECC_SDGE,99,0,0,0,0,99,1,1,0,0,0
P66I,imports,WECC_PGEV,4121.588058,0,0,0,0,860,1,1,0,0,0
P61I,imports,WECC_SCE,1323.032957,0,0,0,0,348,1,1,0,0,0
P45I,imports,WECC_SDGE,485,0,0,0,0,99,1,1,0,0,0
P24I,imports,WECC_PGEV,99,0,0,0,0,47,1,1,0,0,0
P42I,imports,WECC_SCE,438,0,0,0,0,47,1,1,0,0,0
